-BEGIN HEADER-
Parameter(s): 
T2M                     Temperature at 2 Meters (C) 
RH2M                    Relative Humidity at 2 Meters (%) 
CLOUD_AMT               Cloud Amount (%) 
ALLSKY_SFC_SW_DWN       All Sky Surface Shortwave Downward Irradiance (W/m^2) 
-END HEADER-
province,district,sub_district,village,approx_lat,approx_long,village_id,T2M,RH2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,CLUSTER
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,NUANGAN,IDUMUN,0.607639815,124.5015616,2470,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,PARET TIMUR,0.804440833,124.6344917,2469,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,KOTABUNAN BARAT,0.870128125,124.5797281,2468,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,KOTABUNAN SELATAN,0.81705782,124.647872,2467,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BULAWAN DUA,0.922055696,124.5941418,2466,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BULAWAN SATU,0.883535354,124.6296141,2465,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BUYAT  BARAT,0.857107717,124.6917072,2464,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BUYAT TENGAH,0.922802941,124.6343971,2463,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BUYAT SELATAN,0.856458491,124.6104623,2462,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BUYAT II,0.92928,124.649807,2461,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BUYAT I,0.855998423,124.6810237,2460,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,PINOLOSIAN TENGAH,DEAGA,0.42715567,124.2836701,2573,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,PARET,0.834330309,124.5967647,2458,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BULAWAN,0.886727305,124.6260387,2457,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,BUYAT,0.84618697,124.672597,2456,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,KOTABUNAN,KOTABUNAN,0.815857792,124.6296052,2455,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,DODOP MIKASA,0.715052308,124.5726246,2454,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,TOMBOLIKAT SELATAN,0.801333716,124.5919625,2453,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,TUTUYAN III,0.792695413,124.586133,2452,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,TUTUYAN II,0.75355942,124.6157797,2451,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,DODAP PANTAI,0.696718671,124.594643,2450,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,TOGID,0.745601281,124.5923858,2448,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,NUANGAN,NUANGAN I,0.61699434,124.5317604,2475,25.874666666666663,82.097,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MODOINDING,PALELON,0.810161806,124.4365653,1795,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MODOINDING,SINISIR,0.779180451,124.4535068,1793,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK SATU,0.886205495,124.7105077,2147,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK DUA,0.871101053,124.7077084,2148,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK SELATAN,0.909038182,124.6872264,2149,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK TIMUR,0.854173111,124.7018495,2150,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,BASAAN,0.904966176,124.7455706,2151,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,BASAAN SATU,0.911993808,124.7559916,2152,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,MOREA,0.9343725,124.7023413,2153,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,MOREA SATU,0.950431068,124.7155961,2154,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,SOYOAN,0.928753061,124.692,2155,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,BASAAN DUA,0.903567943,124.7317246,2156,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK UTARA,0.891801852,124.7117185,2157,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK TENGGARA,0.872528571,124.698319,2158,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK TENGAH,0.880901389,124.7110972,2159,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK,0.88736166,124.675413,2160,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,RATATOTOK MUARA,0.869207143,124.7088643,2161,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU,TONSAWANG,0.975736364,124.6986561,2162,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU,TOMBATU SATU,0.988869444,124.6647778,2164,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PASAN,MAULIT,0.994315556,124.7595156,2234,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PASAN,PONIKI,0.993244444,124.7753333,2233,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU,PISA,0.959113043,124.6305362,2166,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU,BETELAN SATU,0.992556401,124.6635865,2168,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU,TONSAWANG SATU,0.974525581,124.7067605,2172,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOULUAAN SELATAN,LOWATAG,0.958824272,124.5958058,2187,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOULUAAN SELATAN,BANGA,0.993228889,124.6231644,2189,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,TOULUAAN SELATAN,SUHUYON,0.990194595,124.5814721,2192,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,BELANG,BORGO SATU,0.942858491,124.7778038,2146,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA SELATAN,MODOINDING,KAKENTURAN,0.79287,124.4778285,1794,25.501,81.13016666666668,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,BELANG,PONOSAKAN BELANG,0.945367442,124.7807558,2145,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,BELANG,PONOSAKAN INDAH,0.954542222,124.79908,2143,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,TATENGESAN,0.985239496,124.8807756,2112,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,TUMBAK,0.974444776,124.8863836,2115,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,MINANGA,0.992788889,124.8477389,2117,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,MINANGA SATU,0.973551562,124.8540641,2118,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,MINANGA TIMUR,0.977957377,124.848441,2120,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,MINANGA DUA,0.968202817,124.8457775,2121,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,MINANGA TIGA,0.969364286,124.85975,2122,26.939,81.33716666666665,78.70016666666669,218.7791666666667,4
